"ID","区分","機種名","型式名","慣用名","短縮名","メーカー","内規","カテゴリー","型式番号","導入開始日","スマート","遊タイム","有効"
"8447","S","パチスロ ロボットガールズZ","パチスロロボットガールズZ/AB",,,"バルテック","5号機","ART","7S0343","2017/8/1","0","0","0"
"8446","S","ワンバーワン-25","ワンバーワン/S2",,,"ベルコ","5号機","ART","7S0683","2017/8/1","0","0","0"
"8445","S","神の左手 悪魔の右目","神の左手悪魔の右目/HC",,,"ハイライツ・エンタテインメント","5号機","ART","7S0201","2017/8/1","0","0","0"
"8442","S","パチスロ 世界でいちばん強くなりたい!","世界でいちばん強くなりたい!FSA",,,"藤商事","5号機","ART","6S1632","2017/7/1","0","0","0"
"8441","S","アイムジャグラーEX-AE","アイムジャグラーEX-AE/KT",,,"北電子","5号機","A","7S0393","2017/8/1","0","0","0"
"8439","S","ワンバーワン-30","ワンバーワン/S5-30",,,"ベルコ","5号機","ART","7S0476","2017/7/1","0","0","0"
"8436","S","戦国パチスロ花の慶次~天を穿つ戦槍~","花の慶次~天を穿つ戦槍~T",,,"エキサイト","5号機","ART","7S0422","2017/8/1","0","0","0"
"8431","S","SHAKEIII SIDE-A","SHAKEIII SIDE-A/A7",,,"大都技研","5号機","RT","6S1514","2017/7/1","0","0","0"
"8428","S","ラグナロクサーガ","ラグナロクサーガ/RN",,,"メーシー","5号機","ART","7S0502","2017/7/1","0","0","0"
"8426","S","ピンクベル/C3","ピンクベル/C3",,,"ベルコ","5号機","ART","7S0438","2017/6/1","0","0","0"
"8424","S","燃えよ!功夫淑女 ドラゴン","カンフーレディドラゴン/GG",,,"山佐","5号機","ART","7S0444","2017/7/1","0","0","0"
"8421","S","TRAD THUNDER BLACK","トラッドサンダーブラック/T1",,,"岡崎産業","5号機","A","7S0197","2017/7/1","0","0","0"
"8419","S","パチスロ バイオハザード リベレーションズ","バイオハザードリベレーションズ/ZW",,,"エンターライズ","5号機","ART","7S0275","2017/7/1","0","0","0"
"8415","S","パチスロ リング 終焉ノ刻","リング 終焉ノ刻FSA",,,"藤商事","5号機","ART","6S1721","2017/6/1","0","0","0"
"8411","S","パチスロ アクエリオンEVOL","パチスロアクエリオンEVOL",,,"SANKYO","5号機","ART","7S0330","2017/7/1","0","0","0"
"8409","S","パチスロガールフレンド(仮)~聖櫻学園メモリアル~","パチスロガールフレンド(仮)/G4",,,"オリンピア","5号機","ART","7S0436","2017/7/1","0","0","0"
"8408","S","ケロロ軍曹","ケロロ軍曹/A2",,,"大都技研","5号機","ART","6S1378","2017/6/1","0","0","0"
"8407","S","しすくえパラダイス","しすくえ/HC",,,"ハイライツ・エンタテインメント","5号機","RT","7S0326","2017/7/1","0","0","0"
"8404","S","熊酒場2丁目店","熊酒場2/NC",,,"ネット","5号機","A","6S1627","2017/7/1","0","0","0"
"8403","S","パチスロ聖闘士星矢 海皇覚醒","パチスロ聖闘士星矢海皇覚醒KH",,,"三洋物産","5号機","ART","7S0460","2017/7/1","0","0","0"
"8402","S","ハイパーリノ","ハイパーリノ/CC",,,"山佐","5号機","A","7S0309","2017/6/1","0","0","0"
"8401","S","グレートキングハナハナ-30","グレートキングハナハナ/DX-30",,,"パイオニア","5号機","A","7S0206","2017/7/1","0","0","0"
"8395","S","SLOTギルティクラウン","SLOTギルティクラウンUC",,,"エレコ","5号機","ART","7S0351","2017/6/1","0","0","0"
"8393","S","A-SLOT エイリヤンエボリューション","エイリヤンエボリューション/XR",,,"サミー","5号機","RT","7S0001","2017/7/1","0","0","0"
"8391","S","ぱちスロ PSYCHO-PASS サイコパス","パチスロサイコパスK",,,"京楽","5号機","ART","6S1085","2017/6/1","0","0","0"
"8384","S","ぱちスロ アベンジャーズ","パチスロアベンジャーズKB",,,"オッケー.","5号機","ART","7S0015","2017/5/1","0","0","0"
"8382","S","パチスロ ベン・トー ~半額弁当争奪戦!!~","パチスロベントー/AB",,,"バルテック","5号機","ART","7S0170","2017/6/1","0","0","0"
"8378","S","パチスロ 閃乱カグラ","パチスロ閃乱カグラ/JX",,,"オーイズミ","5号機","ART","7S0245","2017/7/1","0","0","0"
"8377","S","ドリームジャンボEE","ドリームあの興奮をもう一度ジャンボEE",,,"JPS","5号機","RT","7S0151","2017/6/1","0","0","0"
"8375","S","パチスロ信長の野望-創造-Z","信長の野望-創造-Z",,,"エキサイト","5号機","ART","6S1124","2017/6/1","0","0","0"
"8371","S","パチスロ 結城友奈は勇者である","結城友奈は勇者である/DE",,,"DAXEL","5号機","ART","6S1145","2017/7/1","0","0","0"
"8370","S","パチスロ そらのおとしものフォルテ","パチスロそらのおとしものフォルテ/DX",,,"DAXEL","5号機","ART","6S0047","2017/7/1","0","0","0"
"8363","S","忍魂 ~暁ノ章~","忍魂暁ノ章/A2",,,"大都技研","5号機","ART","6S0645","2017/5/1","0","0","0"
"8362","S","パチスロツインエンジェルBREAK","ツインエンジェルBREAK/ZS",,,"サミー","5号機","ART","7S0115","2017/6/1","0","0","0"
"8358","S","パチスロ 逆転裁判","逆転裁判/ZW",,,"エンターライズ","5号機","ART","6S1366","2017/5/1","0","0","0"
"8357","S","悪魔城ドラキュラ~ロードオブシャドウ~","悪魔城ドラキュラLoS/KD",,,"KPE","5号機","ART","6S1716","2017/7/1","0","0","0"
"8356","S","ロイヤルマハロ-30","ロイヤルマハロ/KT-30",,,"北電子","5号機","A","5S1419","2017/7/1","0","0","0"
"8355","S","スーパーミラクルジャグラー","スーパーミラクルジャグラー/KU",,,"北電子","5号機","A","6S0391","2017/6/1","0","0","0"
"8354","S","パチスロ テイルズ オブ シンフォニア","テイルズオブシンフォニア/KP",,,"北電子","5号機","ART","6S1671","2017/6/1","0","0","0"
"8348","S","パチスロ グラップラー刃牙N","パチスログラップラー刃牙N",,,"七匠","5号機","ART","6S1677","2017/5/1","0","0","0"
"8347","S","パチスロ 黒神 The Animation","パチスロ黒神/K2",,,"オリンピア","5号機","ART","7S0110","2017/5/1","0","0","0"
"8340","S","賞金首2","賞金首2/NE",,,"ネット","5号機","ART","6S1679","2017/5/1","0","0","0"
"8339","S","SLOTアカギ~闇に降り立った天才~","SLOTアカギ/DA",,,"メーシー","5号機","ART","6S1605","2017/4/1","0","0","0"
"8337","S","ハッピージャックポット","ハッピージャックポット/H1",,,"岡崎産業","5号機","A","6S1329","2017/5/1","0","0","0"
"8331","S","タイムクロス2","タイムクロス2/DD",,,"山佐","5号機","A","6S1083","2017/5/1","0","0","0"
"8330","S","ぱちスロ 水戸黄門","パチスロ水戸黄門KJ",,,"京楽","5号機","ART","6S1321","2017/4/1","0","0","0"
"8328","S","パチスロ 呪怨","呪怨FSC",,,"藤商事","5号機","ART","6S1567","2017/5/1","0","0","0"
"8327","S","パチスロおそ松くん","パチスロおそ松くんS",,,"D-light","5号機","ART","6S1566","2017/4/1","0","0","0"
"8324","S","パチスロサクラ大戦~熱き血潮に~","パチスロサクラ大戦 熱き血潮に/XR",,,"サミー","5号機","ART","6S1598","2017/5/1","0","0","0"
"8322","S","パチスロ マクロスフロンティア3","パチスロマクロスフロンティア3",,,"SANKYO","5号機","ART","6S1768","2017/4/1","0","0","0"
"8318","S","パチスロ ラストエグザイル-銀翼のファム-","パチスロラストエグザイル銀翼のファム/VX",,,"オーイズミ","5号機","AT","7S0156","2017/5/1","0","0","0"
"8314","S","ラッキーベガス","ラッキーベガス/KS",,,"KPE","5号機","ART","6S1519","2017/5/1","0","0","0"
"8312","S","パチスロ獣王 王者の覚醒","獣王 王者の覚醒/ZA",,,"サミー","5号機","ART","6S1203","2017/4/1","0","0","0"
"8306","S","パチスロ恵比寿マスカッツ","恵比寿マスカッツY",,,"エキサイト","5号機","ART","6S1030","2017/4/1","0","0","0"
"8305","S","パチスロ キン肉マン ~夢の超人タッグ編~","パチスロキンニクマン3/CC",,,"山佐","5号機","ART","6S1492","2017/4/1","0","0","0"
"8302","S","ドキドキマンゴー-30","ドキドキマンゴー/SP-30",,,"パイオニア","5号機","A","6S0911","2017/4/1","0","0","0"
"8301","S","ドキドキマンゴー-25","ドキドキマンゴー/SP",,,"パイオニア","5号機","A","6S1252","2017/4/1","0","0","0"
"8297","S","アナザーゴッドポセイドン-海皇の参戦-","アナザーゴッドポセイドンWP",,,"エレコ","5号機","ART","6S1563","2017/3/1","0","0","0"
"8296","S","パチスロ 機動戦士Zガンダム","パチスロ機動戦士ZガンダムS",,,"ビスティ","5号機","ART","6S1412","2017/4/1","0","0","0"
"8294","S","鬼浜爆走紅蓮隊 愛","オニハマアイ/L7",,,"ベルコ","5号機","ART","6S1167","2017/4/1","0","0","0"
"8290","S","パチスロ攻殻機動隊S.A.C. 2nd GIG","攻殻機動隊2/ZS",,,"サミー","5号機","ART","6S1408","2017/3/1","0","0","0"
"8287","S","パチスロ みんなで楽シーサー","パチスロみんなで楽シーサーS",,,"SANKYO","5号機","A","6S1665","2017/3/1","0","0","0"
"8280","S","パチスロ ゼクスイグニッション","パチスロゼクスイグニッション/Z1",,,"オリンピア","5号機","ART","6S0475","2017/3/1","0","0","0"
"8279","S","パチスロ ビビッドレッド・オペレーション","ビビッドレッド・オペレーションKE",,,"三洋物産","5号機","ART","6S0758","2017/3/1","0","0","0"
"8276","S","パチスロ 輪るピングドラム","輪るピングドラム/KU",,,"北電子","5号機","ART","6S1430","2017/3/1","0","0","0"
"8275","S","アイムジャグラーEX AnniversaryEdition","アイムジャグラーEX-AnniversaryEdition/KK","アイムジャグラーEX アニバーサリー",,"北電子","5号機","A","6S0442","2017/3/1","0","0","0"
"8274","S","防空少女ラブキューレ","ラブキューレ/KY",,,"KPE","5号機","ART","6S1317","2017/3/1","0","0","0"
"8268","S","パチスロ宇宙戦艦ヤマト2199","宇宙戦艦ヤマト2199/ZX",,,"サミー","5号機","ART","6S1502","2017/2/1","0","0","0"
"8266","S","ドリスタせかんど","ドリスタせかんど/NE",,,"ネット","5号機","ART","6S1523","2017/3/1","0","0","0"
"8264","S","パチスロマジンガーZ","マジンガーZ新たな魔神の力Z",,,"エキサイト","5号機","ART","6S1014","2017/2/1","0","0","0"
"8263","S","ジャックポット トロピカルバージョン2","ジャックポットTPV2/J1",,,"岡崎産業","5号機","A","6S0723","2017/2/1","0","0","0"
"8252","S","ヱヴァンゲリヲン・勝利への願い","ヱヴァンゲリヲン・勝利への願いS",,,"ビスティ","5号機","ART","6S1325","2017/2/1","0","0","0"
"8249","S","パチスロ モンキーターンIII","モンキーターン3/DD",,,"山佐","5号機","ART","6S1436","2017/2/1","0","0","0"
"8243","S","ニューペガサスR","ペガサスR",,,"エマ","5号機","A","6S1222","2016/12/1","0","0","0"
"8242","S","パチスロ ソウルキャリバー","パチスロソウルキャリバー/HH",,,"山佐","5号機","ART","6S1473","2017/1/1","0","0","0"
"8241","S","パチスロおそ松さん","パチスロおそ松さん",,,"D-light","5号機","A","6S1017","2017/2/1","0","0","0"
"8239","S","SLOTスターオーシャン4","SLOTスターオーシャン4TR",,,"ユニバーサルブロス","5号機","ART","6S1132","2017/1/1","0","0","0"
"8237","S","パチスロJAWS~it’s a SHARK PANIC~","パチスロJAWS/J5",,,"オリンピア","5号機","ART","6S1323","2017/2/1","0","0","0"
"8235","S","GI優駿倶楽部","GI優駿倶楽部/KD",,,"KPE","5号機","ART","6S0747","2017/2/1","0","0","0"
"8233","S","オアシスデイズ","オアシスデイズ/DX",,,"パイオニア","5号機","A","6S1149","2017/1/1","0","0","0"
"8226","S","パチスロ牙狼-守りし者-","牙狼 守りし者/ZX",,,"サミー","5号機","ART","6S1134","2017/2/1","0","0","0"
"8224","S","パチスロZETMAN","ZETMAN-X",,,"エキサイト","5号機","ART","6S0137","2017/1/1","0","0","0"
"8217","S","TVアニメーション弱虫ペダル","TVアニメーション弱虫ペダル/Y1",,,"オリンピア","5号機","ART","6S0856","2017/1/1","0","0","0"
"8216","S","パチスロ エウレカセブンAO","エウレカセブンAO/XS",,,"サミー","5号機","ART","6S0834","2017/1/1","0","0","0"
"8215","S","押忍!番長3","押忍!番長3/A5",,,"大都技研","5号機","ART","6S1594","2017/3/1","0","0","0"
"8212","S","SLOTバジリスク~甲賀忍法帖~III","SLOTバジリスクIIIBE",,,"エレコ","5号機","ART","6S0915","2016/11/1","0","0","0"
"8211","S","シスタークエスト~時の魔術師と悠久の姉妹~","シスタークエスト/HA",,,"ハイライツ・エンタテインメント","5号機","ART","6S0941","2017/1/1","0","0","0"
"8204","S","パチスロニュースモモチャンEX-30","ニュースモモチャンEX-30",,,"ニューギン","5号機","A","6S0319","2016/12/1","0","0","0"
"8203","S","パチスロニュースモモチャンEX","ニュースモモチャンEX",,,"ニューギン","5号機","A","6S0257","2016/12/1","0","0","0"
"8201","S","スーパービンゴリゾート","スーパービンゴリゾート/R5",,,"ベルコ","5号機","ART","6S1112","2016/12/1","0","0","0"
"8198","S","パチスロ犬夜叉（5号機）","犬夜叉/ZX",,,"ロデオ","5号機","ART","6S1138","2016/12/1","0","0","0"
"8194","S","パチスロ 涼宮ハルヒの憂鬱","パチスロ涼宮ハルヒS",,,"SANKYO","5号機","ART","6S0873","2016/12/1","0","0","0"
"8192","S","パチスロ ロリポップチェーンソー","ロリポップチェーンソーFSB",,,"藤商事","5号機","ART","6S0963","2016/12/1","0","0","0"
"8189","S","パチスロ ウィッチクラフトワークス","パチスロウィッチクラフトワークス/DA",,,"DAXEL","5号機","ART","6S0930","2016/11/1","0","0","0"
"8186","S","SHAKEIII","シェイクIII/A4",,,"大都技研","5号機","ART","6S1065","2016/12/1","0","0","0"
"8183","S","パチスロ モンスターハンター~狂竜戦線~","モンスターハンター狂竜戦線/ZS",,,"エンターライズ","5号機","ART","6S1097","2016/12/1","0","0","0"
"8182","S","パチスロ火曜サスペンス劇場","パチスロ火曜サスペンス劇場/ZZ",,,"タイヨーエレック","5号機","RT","6S0296","2016/11/1","0","0","0"
"8179","S","クランキーセレブレーション","クランキーセレブレーションCEクランキーセレブレーションRE",,,"アクロス","5号機","A","6S0358","2016/10/1","0","0","0"
"8174","S","麻雀格闘倶楽部2","麻雀格闘倶楽部2/KA",,,"KPE","5号機","ART","6S0920","2016/11/1","0","0","0"
"8170","S","パチスロ 凪のあすから","凪のあすから/NC",,,"ネット","5号機","RT","6S0815","2016/11/1","0","0","0"
"8168","S","パチスロ薄桜鬼蒼焔録","薄桜鬼蒼焔録WV",,,"D-light","5号機","A","6S0586","2016/11/1","0","0","0"
"8165","S","パチスロ ウィッチマスター","ウィッチマスター/FF",,,"山佐","5号機","ART","6S0303","2016/11/1","0","0","0"
"8163","S","ニューアイムジャグラーEX-KA","ニューアイムジャグラーEX-KA",,,"北電子","5号機","A","4S0098","2016/9/1","0","0","0"
"8155","S","パチスロ 貞子3D","パチスロ貞子3D-Z",,,"ニューギン","5号機","ART","6S0647","2016/10/1","0","0","0"
"8149","S","マハラJA","マハラJA",,,"デンケン販売","5号機","RT","5S1308","2016/9/1","0","0","0"
"8146","S","もっと!沖縄フェスティバル-30","モットオキフェス/DX-30",,,"パイオニア","5号機","A","6S0008","2016/9/1","0","0","0"
"8138","S","3×3EYES~聖魔覚醒~","3×3EYES/A7",,,"大都技研","5号機","A","5S0936","2016/9/1","0","0","0"
"8129","S","SLOT魔法少女まどか☆マギカ2","SLOT魔法少女まどか☆マギカ2/MM",,,"メーシー","5号機","ART","6S0862","2016/9/1","0","0","0"
"8128","S","天下布武3","天下布武3/ZZ",,,"山佐","5号機","ART","6S0492","2016/9/1","0","0","0"
"8127","S","パチスロ ロード オブ ヴァーミリオン","パチスロロードオブヴァーミリオンY",,,"七匠","5号機","ART","6S0671","2016/10/1","0","0","0"
"8119","S","パチスロ北斗の拳 修羅の国篇","パチスロ北斗の拳 修羅の国/RF",,,"サミー","5号機","ART","6S0373","2016/9/1","0","0","0"
"8116","S","パチスロスーパー海物語IN沖縄2","パチスロスーパー海物語IN沖縄2KK",,,"三洋物産","5号機","A","6S0203","2016/9/1","0","0","0"
"8114","S","パチスロ未来日記","パチスロ未来日記W",,,"エキサイト","5号機","A","6S0153","2016/9/1","0","0","0"
"8113","S","SLOTデッド オア アライブ5","デッドオアアライブ5EK",,,"ユニバーサルブロス","5号機","ART","6S0382","2016/8/1","0","0","0"
"8112","S","マタドールII-30","マタドールII/KS-30",,,"北電子","5号機","A","6S0088","2016/8/1","0","0","0"
"8111","S","乱嵐エイサー-30","ランランエイサー/EX-30",,,"オーイズミ","5号機","A","6S0261","2016/9/1","0","0","0"
"8110","S","プリシラと魔法の本","プリシラと魔法の本/NB",,,"ネット","5号機","ART","6S0688","2016/10/1","0","0","0"
"8109","S","デビル メイ クライ クロス","デビルメイクライクロス/ZY",,,"エンターライズ","5号機","ART","6S0161","2016/7/1","0","0","0"
"8105","S","パチスロ ロスト プラネット2","パチスロロストプラネット2/E2",,,"オリンピア","5号機","ART","6S0394","2016/8/1","0","0","0"
"8103","S","パチスロBLOOD+ 二人の女王","パチスロBLOOD+ 二人の女王/XA",,,"タイヨーエレック","5号機","ART","6S0606","2016/9/1","0","0","0"
"8102","S","クイーンジャックネオ","クイーンジャックネオ/Q1",,,"岡崎産業","5号機","A","6S0414","2016/8/1","0","0","0"
"8099","S","トリプルクラウンG-30","トリプルクラウンG-30",,,"清龍ゲームジャパン","5号機","A","6S0074","2016/6/1","0","0","0"
"8085","S","パチスロ 戦姫絶唱シンフォギア","パチスロ戦姫絶唱シンフォギアS",,,"SANKYO","5号機","ART","5S1161","2016/8/1","0","0","0"
"8083","S","バーサス","バーサスSE",,,"アクロス","5号機","RT","6S0371","2016/7/1","0","0","0"
"8080","S","クレアの秘宝伝~眠りの塔とめざめの石~","クレアの秘宝伝眠りの塔と目覚めの石/A2","クレアの秘宝伝 眠りの塔",,"大都技研","5号機","RT","6S0476","2016/8/1","0","0","0"
"8076","S","スーパープラネットデラックス","スーパープラネットDX/CC",,,"山佐","5号機","RT","5S1487","2016/8/1","0","0","0"
"8074","S","パチスロ「メタルギア ソリッド スネークイーター」","メタルギアソリッド/KG",,,"KPE","5号機","ART","6S0635","2016/10/1","0","0","0"
"8073","S","セブンスビート","セブンスビート/KS",,,"KPE","5号機","A","6S0429","2016/7/1","0","0","0"
"8069","S","パチスロ バルタン星人","パチスロウルトラマンT",,,"七匠","5号機","A","5S1378","2016/6/1","0","0","0"
"8067","S","パチスロ ルパン三世~消されたルパン~","ルパン三世消されたルパン/B4",,,"オリンピア","5号機","ART","6S0443","2016/7/1","0","0","0"
"8064","S","A-SLOT偽物語","A-SLOT偽物語/ZR",,,"サミー","5号機","RT","6S0236","2016/6/1","0","0","0"
"8063","S","A-SLOT北斗の拳 将","A-SLOT北斗の拳 強敵/ZS",,,"サミー","5号機","RT","6S0341","2016/6/1","0","0","0"
"8060","S","ぱちスロ テラフォーマーズ","パチスロテラフォーマーズQ",,,"京楽","5号機","ART","6S0317","2016/6/1","0","0","0"
"8055","S","真田純勇士~ラブストライク~","真田純勇士ラブストライクX",,,"エキサイト","5号機","ART","6S0205","2016/6/1","0","0","0"
"8053","S","ファンキージャグラー","ファンキージャグラー/KK",,,"北電子","5号機","A","5S1422","2016/7/1","0","0","0"
"8049","S","沖ドキ!パラダイス-30","沖ドキ!パラダイスHH-30",,,"アクロス","5号機","AT","5S1370","2016/6/1","0","0","0"
"8048","S","沖ドキ!パラダイス-25","沖ドキ!パラダイスHA",,,"ユニバーサルブロス","5号機","AT","5S1348","2016/6/1","0","0","0"
"8046","S","パチスロ 翠星のガルガンティア","翠星のガルガンティアS",,,"D-light","5号機","ART","5S1426","2016/5/1","0","0","0"
"8045","S","南国物語SPECIAL","南国物語/F5",,,"オリンピア","5号機","A","5S1350","2016/6/1","0","0","0"
"8042","S","ドリームハナハナ-30","ドリームハナハナ/DX-30",,,"パイオニア","5号機","A","6S0228","2016/6/1","0","0","0"
"8041","S","元祖ハネスロ再び","元祖ハネスロ再び/EX",,,"オーイズミ","5号機","RT","6S0165","2016/6/1","0","0","0"
"8040","S","秘宝伝~TheLast~","秘宝伝 The Last/A3",,,"大都技研","5号機","AT","5S1149","2016/5/1","0","0","0"
"8032","S","パチスロ ビッグドリームinロストアイランド2","ロストアイランド2/ZS",,,"タイヨーエレック","5号機","A","5S1336","2016/6/1","0","0","0"
"8031","S","スーパーリノMAX","スーパーリノDX/EE",,,"山佐","5号機","A","5S0874","2016/4/1","0","0","0"
"8030","S","ナイツ2","ナイツ2/CC",,,"山佐","5号機","A","5S1311","2016/5/1","0","0","0"
"8022","S","パチスロコードギアス 反逆のルルーシュR2","コードギアス反逆のルルーシュR2/ZX",,,"サミー","5号機","ART","5S1380","2016/5/1","0","0","0"
"8020","S","アステカ-太陽の紋章-","アステカ太陽の紋章AE",,,"エレコ","5号機","ART","6S0049","2016/4/1","0","0","0"
"8017","S","めぞん一刻 桜の下で","めぞん一刻桜の下でN/F4",,,"オリンピア","5号機","RT","5S1452","2016/5/1","0","0","0"
"8015","S","コクッチーブラック","コクッチーブラック",,,"タイヨー","5号機","A","6S0127","2016/5/1","0","0","0"
"8014","S","スーパーストリートファイターIV パチスロエディション","スーパーストリートファイターIV/ZY",,,"エンターライズ","5号機","ART","5S1463","2016/4/1","0","0","0"
"8011","S","パチスロ マブラヴ オルタネイティヴ トータル・イクリプス","パチスロトータル・イクリプスR",,,"SANKYO","5号機","ART","5S1337","2016/4/1","0","0","0"
"8006","S","探偵歌劇 ミルキィホームズ TD 消えた7と奇跡の歌","ミルキィホームズ/DE",,,"DAXEL","5号機","ART","6S0010","2016/4/1","0","0","0"
"8005","S","ニューチバリヨ-30","ニューチバリヨ/ND-30",,,"ネット","5号機","AT","5S1398","2016/4/1","0","0","0"
"8004","S","ニューチバリヨ","ニューチバリヨ/NE",,,"ネット","5号機","AT","5S1390","2016/4/1","0","0","0"
"7998","S","パチスロ ウルトラマン","パチスロウルトラマンM",,,"七匠","5号機","A","5S1500","2016/3/1","0","0","0"
"7996","S","沖ドキ!トロピカル-30","沖ドキ!トロピカルHH-30",,,"アクロス","5号機","AT","5S1064","2016/3/1","0","0","0"
"7995","S","ミラクル","ミラクルMC",,,"エレコ","5号機","AT","5S1217","2016/3/1","0","0","0"
"7994","S","ゲッターマウス","ゲッターマウスDG",,,"アクロス","5号機","A","5S1420","2016/3/1","0","0","0"
"7993","S","バガナックルー","バガナックルー/A4",,,"大都技研","5号機","AT","5S1246","2016/3/1","0","0","0"
"7991","S","めんそーれ30黄金守護神","メンソーレ3R-30",,,"エマ","5号機","A","5S1394","2017/8/1","0","0","0"
"7988","S","南国物語","南国物語/F1",,,"オリンピア","5号機","AT","5S1146","2016/3/1","0","0","0"
"7979","S","ユルビスカス-30","ユルビスカスDX-30",,,"パイオニア","5号機","A","5S0782","2016/3/1","0","0","0"
"7977","S","パチスロひぐらしのなく頃に 絆","パチスロひぐらしのなく頃に絆S",,,"D-light","5号機","ART","5S1193","2016/2/1","0","0","0"
"7973","S","キングパルサー~DOT PULSAR~","ドットパルサーKPV/CC",,,"山佐","5号機","AT","5S1153","2016/4/1","0","0","0"
"7972","S","プチマーメイド","プチマーメイド/KS",,,"北電子","5号機","A","5S1003","2016/4/1","0","0","0"
"7971","S","パチスロ 機動警察パトレイバー","機動警察パトレイバー/KH",,,"北電子","5号機","AT","5S1199","2016/4/1","0","0","0"
"7969","S","パチスロ偽物語","偽物語/ZS",,,"サミー","5号機","ART","5S1298","2016/2/1","0","0","0"
"7966","S","パチスロ鉄拳3rd エンジェルVer.","パチスロ鉄拳3エンジェルバージョン/EE",,,"山佐","5号機","AT","5S0996","2016/3/1","0","0","0"
"7965","S","十字架3","十字架3/NE",,,"ネット","5号機","AT","5S1388","2016/3/1","0","0","0"
"7961","S","PACHISLOT NINJA GAIDEN","パチスロニンジャガイデンN",,,"七匠","5号機","AT","5S1112","2016/2/1","0","0","0"
"7960","S","南海花浪漫-30","南海花浪漫-30",,,"タイヨー","5号機","A","5S0868","2016/3/1","0","0","0"
"7959","S","沖ドキ!トロピカル","沖ドキ!トロピカルHH",,,"ユニバーサルブロス","5号機","AT","5S1063","2016/1/1","0","0","0"
"7948","S","スーパーオアシス","スーパーオアシス/DX",,,"パイオニア","5号機","A","5S0953","2016/1/1","0","0","0"
"7946","S","キュインハナチャン-30","キュインハナチャンX-30",,,"ニューギン","5号機","A","5S0977","2016/1/1","0","0","0"
"7945","S","キュインハナチャン-25","キュインハナチャンX-25",,,"ニューギン","5号機","A","5S0958","2016/1/1","0","0","0"
"7943","S","パチスロ緋弾のアリア","緋弾のアリアFSB",,,"藤商事","5号機","ART","5S0988","2016/1/1","0","0","0"
"7939","S","マジカルハロウィン5","マジカルハロウィン5/KA",,,"KPE","5号機","ART","5S1159","2016/2/1","0","0","0"
"7938","S","まつりば!","まつりば!/A5",,,"大都技研","5号機","ART","5S0999","2016/2/1","0","0","0"
"7936","S","パチスロ 機動戦士ガンダム 覚醒-Chained battle-","パチスロ機動戦士ガンダム・覚醒CB",,,"ビスティ","5号機","ART","5S0998","2016/1/1","0","0","0"
"7929","S","戦国乙女2~深淵に輝く気高き将星~","戦国乙女2深淵に輝く気高き将星/D2",,,"オリンピア","5号機","AT","5S1043","2016/1/1","0","0","0"
"7925","S","リノ","リノNGTCC",,,"山佐","5号機","A","5S0550","2015/12/1","0","0","0"
"7924","S","ペガッパ","ペガッパZ",,,"エマ","5号機","A","5S0947","2015/12/1","0","0","0"
"7919","S","ラッキージャックポット","ラッキージャックポットL1",,,"岡崎産業","5号機","A","5S0799","2016/1/1","0","0","0"
"7910","S","デビルマンIII-悪魔ノ黙示録-","デビルマンIIIDM",,,"エレコ","5号機","ART","5S0933","2015/11/1","0","0","0"
"7907","S","秘宝伝~伝説への道~","秘宝伝 伝説への道/A4",,,"大都技研","5号機","ART","5S0974","2015/12/1","0","0","0"
"7906","S","ヱヴァンゲリヲン・魂を繋ぐもの","パチスロヱヴァンゲリヲン・魂を繋ぐものF",,,"ビスティ","5号機","A","5S0945","2015/11/1","0","0","0"
"7903","S","ニュートリプルクラウン3-30","Nトリプルクラウン3-30",,,"清龍ゲームジャパン","5号機","A","5S0938","2015/11/1","0","0","0"
"7896","S","パチスロ ああっ女神さまっ","ああっ女神さまっWT",,,"D-light","5号機","ART","5S0695","2015/11/1","0","0","0"
"7881","S","パチスロ鬼武者3 時空天翔","鬼武者3 時空天翔AS",,,"サミー","5号機","AT","5S0745","2015/11/1","0","0","0"
"7878","S","ぱちスロAKB48 バラの儀式","パチスロAKB48バラの儀式C",,,"京楽","5号機","ART","5S0798","2015/10/1","0","0","0"
"7873","S","パチスロ百花繚乱サムライガールズ","パチスロ百花繚乱サムライガールズDK",,,"DAXEL","5号機","AT","5S0806","2015/10/1","0","0","0"
"7863","S","スーパーブラックジャック2","スーパーブラックジャック2NG",,,"ネット","5号機","ART","5S0900","2015/11/1","0","0","0"
"7858","S","パチスロ 機甲戦記ドラグナー","機甲戦記ドラグナーXS",,,"サミー","5号機","AT","5S0451","2015/10/1","0","0","0"
"7857","S","パチスロ ガールズ&パンツァー","パチスロガールズ&パンツァーC3",,,"オリンピア","5号機","AT","5S0607","2015/10/1","0","0","0"
"7856","S","パチスロ ゴッドイーター荒神Ver.","パチスロゴッドイーターFF",,,"山佐","5号機","AT","4S0913","2015/9/1","0","0","0"
"7851","S","パチスロ龍が如く OF THE END","龍が如く OF THE END ZA",,,"タイヨーエレック","5号機","AT","5S0756","2015/10/1","0","0","0"
"7850","S","パチスロ銀と金2","パチスロ銀と金2ZA",,,"タイヨーエレック","5号機","ART","5S0539","2015/11/1","0","0","0"
"7848","S","想定科学パチスロ STEINS;GATE~廻転世界のインダクタンス~","パチスロシュタインズゲートMX",,,"オーイズミ","5号機","AT","5S0489","2015/10/1","0","0","0"
