"ID","区分","機種名","型式名","慣用名","短縮名","メーカー","内規","カテゴリー","型式番号","導入開始日","スマート","遊タイム","有効"
"9711","P","ぱちんこGI優駿倶楽部2 超限界突破","PGI優駿倶楽部2MR",,"GI優駿倶楽部2 超限界突破","コナミアミューズメント",,"ライトミドル","2P0645","2022/11/7","0","0","1"
"9710","S","花火絶景","S/ハナビゼッケイ/BH",,"花火絶景","ミズホ","6号機","AT","230127","2022/11/7","0","0","1"
"9709","P","P緋弾のアリア~緋弾覚醒編~319Ver.","P緋弾のアリア~緋弾覚醒編~319Ver.JMZ",,"緋弾のアリア~緋弾覚醒編~319Ver.","JFJ",,"ミドル","210118","2022/10/17","0","0","1"
"9708","P","PFクィーンRUSH","PフィーバークィーンRUSH-Y",,"PFクィーンRUSH","ジェイビー",,"ライトミドル","1P1857","2022/11/7","0","1","1"
"9707","S","パチスロ 魔法少女育成計画","SまほいくNB","まほいく","魔法少女育成計画","カルミナ","6.5号機","ART","2S0772","2022/10/17","0","0","1"
"9706","P","P宇宙戦艦ヤマト2202 愛の戦士たち Light ver.","P宇宙戦艦ヤマト2202bH",,"宇宙戦艦ヤマト2202 愛の戦士たち甘","ビスティ",,"甘デジ","1P0316","2022/9/5","0","0","1"
"9705","S","ハッピージャグラーV III","SハッピージャグラーVIIIEA",,"ハッピーV III","北電子","6号機","A","2S0196","2022/10/24","0","0","1"
"9704","S","パチスロ ダンまち外伝 ソード・オラトリア","Sダンまち外伝XR",,"ダンまち外伝","北電子","6号機","AT","2S0791","2022/10/17","0","0","1"
"9703","P","Pモンキーターン超抜ZDa","Pモンキーターン超抜ZDa",,"モンキーターン超抜ZDa","西陣",,"ミドル","210176","2022/11/7","0","0","1"
"9702","P","P真・牙狼2","P真・牙狼2-RP",,"真・牙狼2","サンセイR&D",,"ミドル","210103","2022/10/3","0","0","1"
"9701","P","ぱちんこ キン肉マン3 キン肉星王位争奪編 特盛ミートくんver.","PAぱちんこキン肉マン3特盛ミートバージョンMJ1",,"キン肉マン3 特盛ミートくんver.","京楽",,"甘デジ","110107","2022/9/5","0","1","1"
"9700","P","Pうしおととら~超獣SPEC~","Pうしおととら2FM-JH",,"うしおととら~超獣SPEC~","D-light",,"ミドル","210075","2022/10/3","0","0","1"
"9699","P","Pデビルマン~疾風迅雷~ 129ver.","Pデビルマン疾風迅雷N2-X1 YT389",,"デビルマン~疾風迅雷~ 129ver.","ニューギン",,"ライトミドル","1P1912","2022/10/3","0","1","1"
"9698","P","P野生の王国GO 199ver.","P野生の王国5 M2-K YT596C",,"野生の王国GO 199ver.","ニューギン",,"ライトミドル","1P1345","2022/9/5","0","1","1"
"9697","S","S笑ゥせぇるすまん4","S笑ゥせぇるすまん4KH",,"笑ゥ4","三洋物産","6.5号機","AT","2S0476","2022/10/3","0","0","1"
"9696","P","Pストライクウィッチーズ2 129ver.","Pストライクウィッチーズ2HBC",,"ストライクウィッチーズ2 129ver.","三洋物産",,"ライトミドル","1P1787","2022/10/3","0","1","1"
"9695","P","P犬夜叉2","P犬夜叉2FM-N",,"犬夜叉2","D-light",,"その他","1P0003","2022/9/5","0","0","1"
"9694","P","Pルパン三世 消されたルパン2022","P消されたルパンH1AZ1",,"ルパン三世 消されたルパン2022","平和",,"ミドル","210007","2022/10/3","0","0","1"
"9693","S","パチスロハードボイルド","S ハードボイルド XX",,"ハードボイルド","サミー","6.5号機","AT","2S0375","2022/10/3","0","0","1"
"9692","P","Pひぐらしのなく頃に~蕾~","Pひぐらしのなく頃に~蕾~FH-T",,"ひぐらしのなく頃に~蕾~","Daiichi",,"ライトミドル","2P0280","2022/8/22","0","0","1"
"9691","S","パチスロ バイオハザード RE:2","SバイオハザードRE:2 XB",,"バイオRE:2","アデリオン","6.5号機","AT","2S0613","2022/10/3","0","0","1"
"9690","S","CREA Newクレアの秘宝伝","S CREA~Newクレアの秘宝伝~A2",,"Newクレア","大都技研","6号機","A","1S1758","2022/9/5","0","0","1"
"9689","P","Pシンデレラブレイド","Pシンデレラブレイド JQX",,"シンデレラブレイド","JFJ",,"ライトミドル","210104","2022/9/5","0","1","1"
"9688","P","P銭形平次3 DENKOUSEKKA 平次Ver.","P銭形平次3V1K",,"銭形平次3 DENKOUSEKKA 平次Ver.","高尾",,"ミドル","2P0191","2022/9/5","0","0","1"
"9687","S","S BIG島唄30","SBIG島唄E2-30",,"BIG島唄30","オリンピアエステート","6.5号機","AT","2S0592","2022/9/20","0","0","1"
"9686","P","P真・怪獣王ゴジラ2","P真・怪獣王ゴジラ2L2-K",,"真・怪獣王ゴジラ2","ニューギン",,"ミドル","2P0106","2022/8/1","0","0","1"
"9685","P","P華牌RRwith清水あいり 150de遊タイム","PA華牌RRwith清水あいりV2",,"華牌RRwith清水あいり 150de遊タイム","豊丸",,"甘デジ","210109","2022/9/20","0","1","1"
"9684","P","P牙狼MUSEUM","P牙狼MUSEUM-MA",,"牙狼MUSEUM","サンセイR&D",,"ミドル","1P1581","2022/9/5","0","0","1"
"9683","S","Sアバサー30","SアバサーA1-30",,"アバサー30","アムテックス","6号機","A","1S1953","2022/9/5","0","0","1"
"9682","S","Sアバサー","SアバサーM1",,"アバサー","アムテックス","6号機","A","2S0215","2022/9/5","0","0","1"
"9681","S","パチスロ閃乱カグラ BURST UP","S閃乱カグラBURSTUP/L4",,"閃乱カグラBU","オーイズミ","6.5号機","AT","2S0491","2022/8/22","0","0","1"
"9680","S","スーパーリオエース","SパチスロスーパーリオエースCC",,"スーパーリオエース","山佐","6.5号機","AT","2S0382","2022/9/5","0","0","1"
"9679","P","ぱちんこ GANTZ:3 LAST BATTLE","PぱちんこGANTZ3M3",,"GANTZ:3 LAST BATTLE","オッケー.",,"ミドル","2P0107","2022/8/1","0","0","1"
"9678","P","Pバジリスク ~桜花忍法帖~早咲き桜99ver.","P桜花忍法帖SA",,"バジリスク ~桜花忍法帖~早咲き桜99ver.","メーシー",,"甘デジ","1P1255","2022/9/5","0","0","1"
"9677","S","チバリヨ-25","SチバリヨNC",,"チバリヨ-25","ネット","6号機","AT","1S0371","2022/8/8","0","0","1"
"9676","S","ヴィーナスゾーン","SヴィーナスゾーンV2",,"ヴィーナスゾーン","パイオニア","6号機","A","1S1922","2022/9/5","0","0","1"
"9675","S","パチスロBOOWY","SパチスロBOOWY SV",,"BOOWY","D-light","6.5号機","AT","2S0625","2022/9/20","0","0","1"
"9674","P","PA元祖大工の源さん2","PA元祖大工の源さん2JBB",,"元祖大工の源さん2","三洋物産",,"甘デジ","210056","2022/9/5","0","0","1"
"9673","P","PF戦姫絶唱シンフォギア3黄金絶唱","Pフィーバー戦姫絶唱シンフォギア 黄金絶唱N",,"戦姫絶唱シンフォギア3黄金絶唱","SANKYO",,"ライトミドル","210099","2022/9/5","0","0","1"
"9672","P","PAFマクロスフロンティア4 88ver.","PAフィーバーマクロスフロンティア4Y",,"マクロスフロンティア4 88ver.","SANKYO",,"甘デジ","1P0633","2022/10/3","0","1","1"
"9671","S","政宗 戦極","S政宗 戦極A5",,"政宗 戦極","大都技研","6.5号機","AT","2S0357","2022/8/8","0","0","1"
"9670","S","パチスロペルソナ5","S パチスロペルソナ5 FR",,"ペルソナ5","サミー","6.5号機","AT","2S0330","2022/9/5","0","0","1"
"9669","S","ボンバーガール","SボンバーガールPM",,"ボンバーガール","コナミアミューズメント","6.5号機","AT","2S0154","2022/9/5","0","0","1"
"9668","S","パチスロ FAIRY TAIL2","S FAIRY TAILXX FA",,"FAIRY TAIL2","藤商事","6.5号機","AT","2S0350","2022/8/1","0","0","1"
"9667","P","Pサラリーマン金太郎","Pサラリーマン金太郎 FMY",,"サラリーマン金太郎","藤商事",,"ミドル","210040","2022/8/1","0","0","1"
"9666","P","P激デジ 真・牙狼","P激デジ真・牙狼RBY4",,"激デジ 真・牙狼","サンセイR&D",,"甘デジ","1P1026","2022/8/1","0","1","1"
"9665","P","Pモモキュンソード閃撃GCA","Pモモキュンソード閃撃GCA",,"モモキュンソード閃撃GCA","西陣",,"甘デジ","1P0898","2022/9/5","0","1","1"
"9664","P","P刀使ノ巫女 甘デジver.","P刀使ノ巫女GCAa",,"刀使ノ巫女 甘デジver.","西陣",,"甘デジ","2P0023","2022/8/22","0","1","1"
"9663","P","P刀使ノ巫女 319ver.","P刀使ノ巫女ZCa",,"刀使ノ巫女 319ver.","西陣",,"ミドル","2P0117","2022/8/22","0","1","1"
"9662","P","P真シャカRUSH Jr. 117 A2","P真シャカRUSH A2",,"真シャカRUSH Jr. 117 A2","マルホン",,"甘デジ","2P0009","2022/6/20","0","0","1"
"9661","P","P宇宙戦艦ヤマト2202 -ONLY ONE-","P宇宙戦艦ヤマト2202 ONLY ONE R",,"宇宙戦艦ヤマト2202 -ONLY ONE-","ビスティ",,"ライトミドル","1P1927","2022/7/19","0","0","1"
"9660","S","S黄門ちゃま喝2","S黄門ちゃま喝2L1",,"黄門ちゃま喝2","オリンピア","6.5号機","AT","2S0287","2022/8/1","0","0","1"
"9659","P","P黄門ちゃま 神盛2","P黄門ちゃま8L9AZ1",,"黄門ちゃま 神盛2","アムテックス",,"ライトミドル","1P1747","2022/8/1","0","0","1"
"9658","S","パチスロ 新鬼武者2","S新鬼武者2ZC",,"新鬼武者2","エンターライズ","6.5号機","AT","2S0228","2022/8/8","0","0","1"
"9657","P","P ANOTHER WILD RODEO~スギちゃんっス~","PワイルドロデオST2",,"ANOTHER WR~スギちゃんっス~","豊丸",,"その他","1P1907","2022/8/1","0","0","1"
"9656","P","Pゴールデン鳳凰∞","Pゴールデン鳳凰∞~全突アクセルスペック~",,"ゴールデン鳳凰∞","マルホン",,"ミドル","1P1800","2022/7/19","0","0","1"
"9655","P","P真シャカRUSH Jr. 117","P真シャカRUSH A",,"真シャカRUSH Jr. 117","マルホン",,"甘デジ","1P1699","2022/6/20","0","1","1"
"9654","S","パチスロ犬夜叉","S犬夜叉CAN","犬夜叉2022年","犬夜叉","クロスアルファ","6.5号機","AT","2S0110","2022/7/4","0","0","1"
"9653","P","P結城友奈は勇者であるALLRUSH GCAa","P結城友奈は勇者であるALLRUSH GCAa",,"ゆゆゆALLRUSH GCAa","西陣",,"甘デジ","1P1930","2022/7/19","0","0","1"
"9652","P","PA新海物語","PA新海物語ARBB",,"新海物語","三洋物産",,"甘デジ","210053","2022/8/22","0","1","1"
"9651","P","Pモンスターハンターダブルクロス 連続狩猟ver.","PモンスターハンターXX連続狩猟GEA",,"モンハンXX 連続狩猟ver.","サミー",,"ライトミドル","1P1939","2022/8/1","0","1","1"
"9650","P","PAアニマルマンションGO「PB機」","PAアニマルマンションGO",,"アニマルマンションGO「PB機」","豊丸",,"甘デジ","1P1737","2022/8/1","0","1","1"
"9649","P","PFからくりサーカス","PフィーバーからくりサーカスV",,"からくりサーカス","SANKYO",,"ミドル","210057","2022/8/8","0","0","1"
"9648","P","Pだるまっしゅ2","Pだるまっしゅ2 M7-KC",,"だるまっしゅ2","ニューギン",,"ライトミドル","110126","2022/7/4","0","0","1"
"9647","P","PAビビッドレッド・オペレーション Sweetもも99ver.","PAビビッドレッド・オペレーションN2-K",,"ビビオペ Sweetもも99ver.","ニューギン",,"甘デジ","1P1929","2022/7/4","0","0","1"
"9646","P","P世界でいちばん強くなりたい!W悶STARver","P世界でいちばん強くなりたいRHY",,"せかつよ W悶STARver","サンセイR&D",,"甘デジ","1P1060","2022/7/4","0","1","1"
"9645","S","パチスロRYUKYU BEAT-30","S RYUKYU Beat-30 FR",,"RYUKYU BEAT-30","サミー","6号機","AT","1S1418","2022/10/3","0","0","1"
"9644","P","Pあっぱれ!夏物語 ドカン!!と一発7000Ver.","Pあっぱれ!夏物語V1E",,"あっぱれ!夏物語 7000Ver.","高尾",,"その他","1P1283","2022/7/25","0","0","1"
"9643","S","パチスロ アクエリオン ALL STARS","SアクエリオンD R",,"アクエリオンAS","SANKYO","6.5号機","AT","2S0131","2022/7/4","0","0","1"
"9642","P","P真・一騎当千","P真・一騎当千FM-V",,"真・一騎当千","Daiichi",,"ミドル","210005","2022/7/4","0","0","1"
"9641","S","パチスロ鉄拳5","Sパチスロ鉄拳5DC",,"鉄拳5","山佐","6.5号機","AT","2S0091","2022/7/19","0","0","1"
"9640","S","パチスロ甲鉄城のカバネリ","S パチスロ甲鉄城のカバネリ ZR",,"甲鉄城のカバネリ","サミー","6.5号機","AT","2S0243","2022/7/4","0","0","1"
"9639","P","Pリアル鬼ごっこ2 全力疾走チャージ王様Ver.","Pリアル鬼ごっこ2V3A",,"リアル鬼ごっこ2 全力疾走Ver.","高尾",,"甘デジ","1P0967","2022/6/6","0","1","1"
"9638","P","P戦国乙女 LEGEND BATTLE","P戦国乙女レジェンドバトルM2AZ1Y",,"戦国乙女 LEGEND BATTLE","アムテックス",,"ライトミドル","110128","2022/7/4","0","1","1"
"9637","P","Pルパン三世~復活のマモー~甘デジ","Pルパン三世119AU1Y",,"ルパン三世~復活のマモー~甘","平和",,"甘デジ","110040","2022/7/19","0","1","1"
"9636","S","ニューゲッターマウス","S/ニューゲッターマウス/CG",,"ニューゲッターマウス","エレコ","6号機","A","1S1664","2022/7/4","0","0","1"
"9635","P","Pジューシーハニー3てんこ盛り連写RUSH","Pジューシーハニー3RCY3",,"ジューシーハニー3","サンセイR&D",,"その他","1P1407","2022/6/6","0","0","1"
"9634","P","PストリートファイターV","PストリートファイターV FRY",,"ストリートファイターV","藤商事",,"ミドル","110149","2022/6/6","0","0","1"
"9633","P","Pあぶない刑事 129ver.","Pあぶない刑事N-Z YT350",,"あぶない刑事 Lミドル","ニューギン",,"ライトミドル","1P0717","2022/6/6","0","1","1"
"9632","S","パチスロ ピンクパンサーSP","SピンクパンサーSPXX",,"ピンクパンサーSP","山佐","6号機","RT","1S1880","2022/6/6","0","0","1"
"9631","P","デジハネPA火曜サスペンス劇場 最後の推理","PAデジハネ火曜サスペンス劇場3GSA",,"火曜サスペンス劇場 最後の推理","サミー",,"甘デジ","1P1459","2022/6/6","0","0","1"
"9630","S","シリウス","SシリウスSY1",,"シリウス","ヤーマ","6.5号機","AT","2S0129","2022/6/6","0","0","1"
"9629","P","P真バジリスク~甲賀忍法帖~","P真バジリスクMQ",,"真バジリスク~甲賀忍法帖~","メーシー",,"ライトミドル","1P1940","2022/6/6","0","1","1"
"9628","S","Sキャッツ・アイ","SキャッツアイH6",,"キャッツ・アイ","平和","6.5号機","AT","2S0146","2022/6/6","0","0","1"
"9627","P","P麻雀物語4","P麻雀物語4M1AU1Y",,"麻雀物語4","平和",,"ライトミドル","1P1449","2022/6/6","0","1","1"
"9626","P","Pめぞん一刻~Wedding Story~ 甘デジ","Pめぞん一刻5H1YX6",,"めぞん一刻~Wedding Story~ 甘","アムテックス",,"甘デジ","1P0383","2022/6/20","0","0","1"
"9625","P","Pスーパー海物語 IN 沖縄5 夜桜超旋風","Pスーパー海物語IN沖縄5YTC",,"沖海5 夜桜超旋風","三洋物産",,"ミドル","1P1703","2022/7/19","0","0","1"
"9624","P","PAコマコマ倶楽部with坂本冬美 99ver.","PAコマコマ倶楽部with坂本冬美V1",,"コマコマ倶楽部with坂本冬美99","豊丸",,"甘デジ","110094","2022/6/6","0","1","1"
"9623","P","Pコマコマ倶楽部with坂本冬美 199ver.","Pコマコマ倶楽部with坂本冬美L3",,"コマコマ倶楽部with坂本冬美199","豊丸",,"ライトミドル","1P0992","2022/6/6","0","1","1"
"9622","P","Pらんま1/2 熱血格闘遊戯 99Ver.","Pらんま1/2V3A",,"らんま1/2 熱血格闘遊戯 99Ver.","高尾",,"甘デジ","1P1432","2022/5/9","0","0","1"
"9621","S","S2027DB","S2027DB",,"2027DB","JPS","6号機","A","1S1836","2022/4/18","0","0","1"
"9620","P","PF蒼穹のファフナー3 EXODUS 超蒼穹3800ver.","P蒼穹のファフナー 超蒼穹3800A",,"ファフナー3 超蒼穹3800ver.","SANKYO",,"その他","1P1006","2022/6/6","0","0","1"
"9619","P","P中森明菜・歌姫伝説~THE BEST LEGEND~199ver","P中森明菜・歌姫伝説4KH-JF",,"中森明菜・歌姫伝説199ver","D-light",,"ライトミドル","0P1716","2022/6/6","0","0","1"
"9618","P","Pキャプテン翼 若林甘えんなよ! Ver.","Pキャプテン翼若林99VerREY2",,"キャプテン翼 若林甘えんなよ! Ver.","サンセイR&D",,"甘デジ","1P0623","2022/5/9","0","1","1"
"9617","S","スーパーハナハナ2-30","Sスーパーハナハナ2D-30",,"スーパーハナハナ2-30","パイオニア","6号機","AT","1S1736","2022/7/4","0","0","1"
"9616","P","PA真・暴れん坊将軍99Ver.","PA真・暴れん坊将軍99Ver.FWZ",,"真・暴れん坊将軍99Ver.","藤商事",,"甘デジ","110061","2022/5/9","0","0","1"
"9615","S","ぱちすろ けものフレンズ","S けものフレンズ FS",,"けものフレンズ","サミー","6号機","AT","1S1609","2022/5/23","0","0","1"
"9614","S","Sナナイロサンゴ","SナナイロサンゴAA",,"ナナイロサンゴ","バルテック","6号機","A","1S1935","2022/3/28","0","0","1"
"9613","S","パチスロ 月華 雅","S月華ZC",,"月華 雅","エンターライズ","6号機","AT","1S1666","2022/4/18","0","0","1"
"9612","P","Pはぐれ刑事純情派","Pはぐれ刑事純情派L6-XY",,"はぐれ刑事純情派","ニューギン",,"ライトミドル","1P1741","2022/5/9","0","1","1"
"9611","P","P頭文字D","P頭文字DSEJG",,"頭文字D","サミー",,"ライトミドル","1P1667","2022/5/9","0","0","1"
